UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,site,PCB_52_NGG,PCB101_NGG,PCB118_NGG,PCB128_NGG,PCB138_NGG,PCB153_NGG,PCB180_NGG,PCB206_NGG,PCB209_NGG,DDT_4_4_C,DDT_2_4_C,DDE_4_4_C,DDD_4_4_C,ENDRIN_C,ENDR_ALD_C,ALDRIN_C,DIELDRN_C,CLRDNE_T_C,MIREX_C,METHOXYCLC,BHC_A_C,BHC_B_C,BHC_D_C,LINDANE_C
US02569,42.38745,-70.89565,22,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02570,42.3807666666667,-70.8941666666667,20,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02571.1,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02571.2,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02571.3,42.3871333333333,-70.8956666666667,22,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02572,42.3807666666667,-70.8941666666667,20,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02573,42.3762833333333,-70.8920166666667,21,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02574,42.3761166666667,-70.89215,21,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02575,42.3762666666667,-70.8922666666667,21,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02576,42.3861166666667,-70.8696,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02577,42.38805,-70.8708166666667,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02578,42.38745,-70.8706166666667,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02579,42.38675,-70.86905,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02580,42.3869166666667,-70.8689,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02581,42.3870333333333,-70.8695166666667,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02582,42.3812166666667,-70.8666,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02583.1,42.38105,-70.8669833333333,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02583.2,42.38105,-70.8669833333333,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02584.1,42.3810833333333,-70.8659833333333,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02584.2,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02584.3,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02585,42.39725,-70.8406666666667,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02586.1,42.39725,-70.8409166666667,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02586.2,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02586.3,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02587,42.3974,-70.8407833333333,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02588,42.3892,-70.8372833333333,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02589,42.38905,-70.8371666666667,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02590,42.3894666666667,-70.8380166666667,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02591,42.3846833333333,-70.8364,29,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02592,42.385,-70.8358666666667,29,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02593,42.3846666666667,-70.83665,29,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02594,42.40005,-70.8158833333333,30,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02595,42.4005,-70.8159666666667,30,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02596.1,42.4003333333333,-70.8163666666667,30,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02596.2,42.4003333333333,-70.8163666666667,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02597,42.3944166666667,-70.8174833333333,34,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02598,42.3944,-70.8177333333333,34,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02599,42.3944,-70.8179833333333,34,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02600.1,42.3895666666667,-70.8090333333333,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02600.2,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02600.3,NA,NA,NA,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02601,42.3894166666667,-70.8089166666667,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02602,42.3894166666667,-70.8086666666667,26,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02603,42.3364666666667,-70.838,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02604,42.33665,-70.8373666666667,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02605,42.3363333333333,-70.8376333333333,24,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02606,42.3301,-70.8373,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02607,42.3297833333333,-70.8375666666667,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02608,42.3296333333333,-70.8374666666667,25,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02609,42.3418333333333,-70.8371666666667,23,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02610,42.34135,-70.8375833333333,23,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02611,42.3419666666667,-70.8375333333333,23,MA,NA,MASS BAYS,STFP outfall siting,5,NA,NA,NA,Surface,Grab,STFP outfall siting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02612,42.32777777777778,-70.97222222222223,NA,MA,NA,NORTHWEST BOSTON HARBOR,Midway between Dock on Long Island and Buoy C-1,2,NA,NA,NA,Surface,Grab,Midway between Dock on Long Island and Buoy C-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02613,42.32777777777778,-71.00138888888888,NA,MA,NA,NORTHWEST BOSTON HARBOR,Dorchester Bav near Buoy N-2,2,NA,NA,NA,Surface,Grab,Dorchester Bav near Buoy N-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02614,42.334722222222226,-70.98333333333333,NA,MA,NA,NORTHWEST BOSTON HARBOR,Presidents Roads near Buoy R-2,2,NA,NA,NA,Surface,Grab,Presidents Roads near Buoy R-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02615,42.34305555555556,-70.98333333333333,NA,MA,NA,NORTHWEST BOSTON HARBOR,Governors Island near Buoy C-1,2,NA,NA,NA,Surface,Grab,Governors Island near Buoy C-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02616,42.25138888888889,-70.95416666666667,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weymouth Fore River near Buoy N-28,4,NA,NA,NA,Surface,Grab,Entrance to Weymouth Fore River near Buoy N-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02617,42.25555555555555,-70.94444444444444,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weymouth Fore River near Buoy N-22,4,NA,NA,NA,Surface,Grab,Entrance to Weymouth Fore River near Buoy N-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02618,42.257777777777775,-70.9175,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Weymouth Back River near Buoy N-10,4,NA,NA,NA,Surface,Grab,Weymouth Back River near Buoy N-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02619,42.25833333333333,-70.89166666666668,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Hingham Harbor near Buoy C-11,4,NA,NA,NA,Surface,Grab,Hingham Harbor near Buoy C-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02620,42.26111111111111,-70.89027777777778,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Hinaham Harbor near Buoy C-11,4,NA,NA,NA,Surface,Grab,Hinaham Harbor near Buoy C-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02621,42.2625,-70.9375,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weymouth Fore River near C-19,4,NA,NA,NA,Surface,Grab,Entrance to Weymouth Fore River near C-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02622,42.263888888888886,-70.92083333333333,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weymouth Back River near Buoy N-6,4,NA,NA,NA,Surface,Grab,Entrance to Weymouth Back River near Buoy N-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02623,42.265277777777776,-70.92777777777778,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Southwest of Grape Island near Buoy N-2,4,NA,NA,NA,Surface,Grab,Southwest of Grape Island near Buoy N-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02624,42.265277777777776,-70.92222222222223,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weymouth Back River near Buoy N-4,4,NA,NA,NA,Surface,Grab,Entrance to Weymouth Back River near Buoy N-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02625,42.26916666666666,-70.89583333333334,NA,MA,NA,SOUTHEAST BOSTON HARBOR,off Crow Point near Buoy C-7,4,NA,NA,NA,Surface,Grab,off Crow Point near Buoy C-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02626,42.268055555555556,-70.93333333333334,NA,MA,NA,SOUTHEAST BOSTON HARBOR,West of Grape Island near Buoy RB,4,NA,NA,NA,Surface,Grab,West of Grape Island near Buoy RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02627,42.27,-70.87027777777777,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Weir River near Buoy C-5,4,NA,NA,NA,Surface,Grab,Weir River near Buoy C-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02628,42.27222222222222,-70.9325,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Northeast of Grape Island near Buoy N-16,4,NA,NA,NA,Surface,Grab,Northeast of Grape Island near Buoy N-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02629,42.27222222222222,-70.87555555555555,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Weir River near Buoy N-4,4,NA,NA,NA,Surface,Grab,Weir River near Buoy N-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02630,42.27361111111111,-70.93277777777779,NA,MA,NA,SOUTHEAST BOSTON HARBOR,South of Bumkin Island near Buoy N-6,4,NA,NA,NA,Surface,Grab,South of Bumkin Island near Buoy N-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02631,42.275,-70.98472222222222,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Bay,3,NA,NA,NA,Surface,Grab,Quincy Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02632,42.275,-70.88472222222222,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Entrance to Weir River near Buoy N-6,4,NA,NA,NA,Surface,Grab,Entrance to Weir River near Buoy N-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02633,42.275,-70.87722222222222,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Weir River near Buoy C-2,4,NA,NA,NA,Surface,Grab,Weir River near Buoy C-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02634,42.27638888888889,-70.99166666666667,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Bay,3,NA,NA,NA,Surface,Grab,Quincy Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02635,42.27638888888889,-70.93277777777779,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Southeast of Sheep Island near Buoy N-14,4,NA,NA,NA,Surface,Grab,Southeast of Sheep Island near Buoy N-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02636,42.27722222222222,-70.90833333333335,NA,MA,NA,SOUTHEAST BOSTON HARBOR,South of Sheep Island near Buoy N-2,4,NA,NA,NA,Surface,Grab,South of Sheep Island near Buoy N-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02637,42.27777777777778,-70.905,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Southwest of Bumkin Island near Buoy N-10,4,NA,NA,NA,Surface,Grab,Southwest of Bumkin Island near Buoy N-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02638,42.28055555555555,-71.00138888888888,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Bay,3,NA,NA,NA,Surface,Grab,Quincy Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02639,42.28055555555555,-70.93611111111112,NA,MA,NA,SOUTHEAST BOSTON HARBOR,East of Sheep Island near Buoy N-10,4,NA,NA,NA,Surface,Grab,East of Sheep Island near Buoy N-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02640,42.28055555555555,-70.91666666666667,NA,MA,NA,SOUTHEAST BOSTON HARBOR,East of Sheep Island near Buoy C-3,4,NA,NA,NA,Surface,Grab,East of Sheep Island near Buoy C-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02641,42.282777777777774,-70.94722222222222,NA,MA,NA,SOUTHEAST BOSTON HARBOR,West Gut near Buoy N-6,4,NA,NA,NA,Surface,Grab,West Gut near Buoy N-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02642,42.28333333333333,-70.93333333333334,NA,MA,NA,SOUTHEAST BOSTON HARBOR,West Gut near Buoy #5,4,NA,NA,NA,Surface,Grab,West Gut near Buoy #5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02643,42.28333333333333,-70.90555555555557,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Northwest of Bumkin Island near Buoy RB,4,NA,NA,NA,Surface,Grab,Northwest of Bumkin Island near Buoy RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02644,42.28472222222222,-71.00694444444444,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Bay off Wollaston Yacht Club,3,NA,NA,NA,Surface,Grab,Quincy Bay off Wollaston Yacht Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02645,42.285555555555554,-70.88611111111112,NA,MA,NA,SOUTHEAST BOSTON HARBOR,Hull Bay east of Bumkin Island,4,NA,NA,NA,Surface,Grab,Hull Bay east of Bumkin Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US02646,42.28611111111111,-70.95972222222223,NA,MA,NA,CENTRAL BOSTON HARBOR,Off north tip of Nut Island near Buoy N-4,3,NA,NA,NA,Surface,Grab,Off north tip of Nut Island near Buoy N-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
