UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,BENZNE,2BZTPN,2BZFRN,BIPHENYL,ACNPHTHN,ACNPHTYL,FLUORENE,PHNANTHR,ANTHRACN,PYRENE,FLORNTHN,CHRYSENE,PERYLENE
US01582,42.5,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/16/1975,NA,0,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01583,42.516666666666666,-70.51666666666667,NA,NA,NA,Gulf of Maine (>50m Isobath),NA,8,7/16/1975,NA,no data,Unknown,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01584,42.516666666666666,-70.51666666666667,NA,NA,NA,Gulf of Maine (>50m Isobath),NA,8,7/16/1975,NA,no data,Unknown,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01585,42.43333333333333,-70.82166666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01586,42.43333333333333,-70.82166666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01587,42.43333333333333,-70.82166666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01588,42.43333333333333,-70.82166666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01589,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01590,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01591,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01592,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01593,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01594,42.458333333333336,-70.63333333333334,NA,MA,NA,Massachusetts Bays,NA,5,7/23/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01595,42.416666666666664,-70.63666666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01596,42.416666666666664,-70.63666666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01597,42.416666666666664,-70.63666666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01598,42.416666666666664,-70.63666666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01599,42.416666666666664,-70.63666666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01600,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01601,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01602,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01603,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01604,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01605,42.45333333333333,-70.58333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01606,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01607,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01608,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01609,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01610,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01611,42.38333333333333,-70.6,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01612,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01613,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01614,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01615,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01616,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01617,42.36666666666667,-70.53333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01618,42.41,-70.50333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01619,42.41,-70.50333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01620,42.41,-70.50333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01621,42.41,-70.50333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01622,42.41,-70.50333333333333,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01623,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01624,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01625,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01626,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01627,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01628,42.37833333333333,-70.43666666666667,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01629,42.32666666666667,-70.48666666666666,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01630,42.32666666666667,-70.48666666666666,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01631,42.32666666666667,-70.48666666666666,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01632,42.32666666666667,-70.48666666666666,NA,MA,NA,Massachusetts Bays,NA,5,7/30/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01633,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01634,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01635,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01636,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01637,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01638,42.333333333333336,-70.42166666666667,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01639,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01640,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01641,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01642,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01643,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01644,42.335,-70.35,NA,MA,NA,Massachusetts Bays,NA,5,6/23/1976,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01645,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01646,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01647,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01648,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,70,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01649,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01650,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01651,42.3,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01652,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01653,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01654,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01655,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01656,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01657,42.28333333333333,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01658,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01659,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01660,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01661,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01662,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01663,42.275,-70.35833333333333,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01664,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01665,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01666,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01667,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01668,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01669,42.25,-70.47,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01670,42.21666666666667,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01671,42.21666666666667,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01672,42.21666666666667,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01673,42.21666666666667,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01674,42.21666666666667,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01675,42.166666666666664,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01676,42.166666666666664,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01677,42.166666666666664,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01678,42.166666666666664,-70.5,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01679,42.166666666666664,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01680,42.166666666666664,-70.41666666666667,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01681,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01682,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01683,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01684,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,70,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01685,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01686,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01687,42.11666666666667,-70.43333333333334,NA,MA,NA,Massachusetts Bays,NA,5,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01688,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01689,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01690,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01691,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01692,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01693,42.1,-70.36666666666666,NA,MA,NA,Massachusetts Bays,NA,5,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01694,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01695,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01696,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01697,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01698,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01699,42.05,-70.43333333333334,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01700,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01701,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01702,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01703,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,70,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01704,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01705,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01706,42.05,-70.3,NA,MA,NA,Cape Code Bay,NA,7,8/14/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01707,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01708,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01709,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01710,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01711,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01712,42,-70.36666666666666,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01713,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01714,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01715,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01716,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,0,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01717,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,30,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US01718,42,-70.28333333333333,NA,MA,NA,Cape Code Bay,NA,7,8/13/1975,NA,60,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
