UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,site,SAMPLE_WT,SAMP_UNITS,Q1_MM,Q2_MED_MM,Q3_MM,GRN_SI_PCT,SPECIFIC_G,GRAVEL_PCT,SAND_PCT,SILT_PCT,CLAY_PCT,FINES_SIL,SED_CLASS,CLASSIF_S,MEDIAN,MEAN,STDEV_SORT,SKEWNESS,KURTOSIS
US00662,42.3616666666667,-70.8566666666667,NA,MA,NA,MASS BAYS,"SE of The Graves, Mass. Bay",5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,"SE of The Graves, Mass. Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00663,42.3616666666667,-70.8566666666667,NA,MA,NA,MASS BAYS,"SE of The Graves, Mass. Bay",5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,"SE of The Graves, Mass. Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00664,42.3616666666667,-70.8566666666667,NA,MA,NA,MASS BAYS,"SE of The Graves, Mass. Bay",5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,"SE of The Graves, Mass. Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00665,42.5333333333333,-70.8383333333333,NA,MA,NA,MASS BAYS,Salem Sound,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Salem Sound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00666,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00667,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00668,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00669,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00670,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00671,42.395,-70.82,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00672,42.4066666666667,-70.72,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00673,42.505,-70.675,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00674,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00675,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00676,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00677,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00678,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00679,42.585,-70.5466666666667,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00680,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00681,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00682,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00683,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00684,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00685,42.6183333333333,-70.4333333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00686,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00687,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00688,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00689,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00690,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00691,42.43,-70.555,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00692,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00693,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00694,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00695,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00696,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00697,42.5033333333333,-70.3733333333333,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00698,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00699,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00700,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00701,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00702,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00703,42.5266666666667,-70.28,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Massachusetts Bay,8,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00704,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00705,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00706,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00707,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00708,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00709,42.31,-70.7366666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00710,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00711,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00712,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00713,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00714,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00715,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00716,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00717,42.335,-70.5833333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00718,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00719,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00720,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00721,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00722,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00723,42.3316666666667,-70.38,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00724,42.295,-70.185,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00725,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00726,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00727,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00728,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00729,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00730,42.2283333333333,-70.525,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00731,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00732,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00733,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00734,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00735,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00736,42.1966666666667,-70.4033333333333,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00737,42.08,-70.2816666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00738,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00739,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00740,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00741,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00742,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00743,42.09,-70.4416666666667,NA,MA,NA,MASS BAYS,Massachusetts Bay,5,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Massachusetts Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00744,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00745,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00746,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00747,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00748,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00749,41.9083333333333,-70.2233333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00750,41.9733333333333,-70.3983333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00751,41.9733333333333,-70.3983333333333,NA,MA,NA,CAPE COD BAY,Cape Cod Bay,7,6/27/1983,1983-07-06T00:00:00Z,NA,Surface,Grab,Cape Cod Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
